,0,1
993,Chuck_Finley,1
994,Chuck_Hagel,1
995,Chuck_Woolery,1
996,Chuck_Yeager,2
997,Chung_Mong-hun,2
998,Chung_Mong-joon,2
999,Chyung_Dai-chul,1
1000,Ciaran_Hinds,1
1001,Cindy_Crawford,3
1002,Cindy_Klassen,1
1003,Cindy_Margolis,2
1004,Cindy_Moll,1
1005,Cindy_Taylor,1
1006,Cindy_Zagorski,1
1007,Ciro_Gomes,5
1008,Claire_Danes,3
1009,Claire_De_Gryse,1
1010,Claire_Hentzen,2
1011,Claire_Leger,2
1012,Claire_Tomalin,1
1013,Clara_Harris,5
1014,Clare_Latimer,1
1015,Clare_Short,4
1016,Clark_Randt,1
1017,Claudette_Robinson,1
1018,Claude_Jorda,1
1019,Claudia_Cardinale,1
1020,Claudia_Coslovich,1
1021,Claudia_Pechstein,5
1022,Claudia_Schiffer,3
1023,Claudine_Farrell,1
1024,Claudio_Abbado,1
1025,Claudio_Lopez,1
1026,Claudio_Ranieri,1
1027,Clay_Aiken,6
1028,Clay_Campbell,1
1029,Clemente_de_la_Vega,1
1030,Clifford_Etienne,1
1031,Clifford_Robinson,1
1032,Cliff_Ellis,1
1033,Clint_Eastwood,6
1034,Clint_Howard,1
1035,Clint_Lamebear,1
1036,Clive_Lloyd,1
1037,Clive_Woodward,1
1038,Coco_dEste,1
1039,Coleen_Rowley,1
1040,Cole_Chapman,1
1041,Colin_Campbell,1
1042,Colin_Cowie,1
1043,Colin_Farrell,9
1044,Colin_Jackson,2
1045,Colin_Montgomerie,5
1046,Colin_Phillips,1
1047,Colin_Powell,236
1048,Colin_Prescot,1
1049,Colleen_Atwood,1
1050,Colleen_Donovan,1
1051,Colleen_Jones,1
1052,Colleen_OClair,1
1053,Colleen_Ryan,1
1054,Collis_Temple_III,1
1055,Columba_Bush,1
1056,Compay_Segundo,1
1057,Conan_OBrien,4
1058,Conchita_Martinez,3
1059,Condoleezza_Rice,11
1060,Connie_Chung,1
1061,Connie_Freydell,1
1062,Conrad_Black,1
1063,Constance_Marie,3
1064,Cora_Cambell,1
1065,Coretta_Scott_King,3
1066,Corey_Maggette,1
1067,Corinna_Harfouch,1
1068,Corinne_Coman,2
1069,Cori_Enghusen,1
1070,Corliss_Williamson,1
1071,Cosmo_Iacavazzi,1
1072,Costas_Simitis,6
1073,Courtney_Cox,1
1074,Courtney_Love,2
1075,Craig_Burley,1
1076,Craig_David,1
1077,Craig_Doblin,1
1078,Craig_Fitzgibbon,1
1079,Craig_MacTavish,1
1080,Craig_Morgan,1
1081,Craig_OClair,1
1082,Craig_Wilson,1
1083,Crandall_Bowles,1
1084,Crispin_Glover,1
1085,Cristiano_da_Matta,1
1086,Cristian_Barros,1
1087,Cristina_Fernandez,2
1088,Cristina_Kirchner,1
1089,Cristina_Saralegui,2
1090,Cristina_Torrens_Valero,1
1091,Cruz_Bustamante,5
1092,Cuba_Gooding_Jr,1
1093,Curtis_Joseph,1
1094,Curtis_Rodriguez,1
1095,Curtis_Strange,1
1096,Curt_Weldon,1
1097,Cyndi_Thompson,2
1098,Cynthia_Nixon,1
1099,Cynthia_Rowley,1
1100,Dagmar_Dunlevy,1
1101,Daisy_Fuentes,4
1102,Dai_Bachtiar,2
1103,Dai_Chul_Chyung,1
1104,Daja_Bedanova,1
1105,Dalai_Lama,2
1106,Dale_Bosworth,1
1107,Dale_Earnhardt,1
1108,Dale_Earnhardt_Jr,4
1109,Dalia_Rabin-Pelosoff,1
1110,Damarius_Bilbo,1
1111,Damon_Dash,1
1112,Damon_Stoudamire,1
1113,Damon_van_Dam,2
1114,Dana_Vollmer,1
1115,DAngelo_Jimenez,1
1116,Daniela_Cicarelli,1
1117,Daniela_Hantuchova,2
1118,Daniele_Bergamin,1
1119,Daniele_Hypolito,1
1120,Daniele_Nardello,1
1121,Danielle_Spencer,1
1122,Daniell_Sunjata,1
1123,Daniel_Barenboim,1
1124,Daniel_Bruehl,1
1125,Daniel_Chin,1
1126,Daniel_Coats,1
1127,Daniel_Comisso_Urdaneta,1
1128,Daniel_Darnell,1
1129,Daniel_Day-Lewis,3
1130,Daniel_Kurtzer,1
1131,Daniel_Montenegro,1
1132,Daniel_Montgomery,1
1133,Daniel_Ortega,1
1134,Daniel_Osorno,1
1135,Daniel_Patrick_Moynihan,1
1136,Daniel_Pearl,1
1137,Daniel_Radcliffe,4
1138,Daniel_Rouse,1
1139,Daniel_Scioli,1
1140,Daniel_Zelman,1
1141,Danis_Tanovic,1
1142,Danny_Ainge,1
1143,Danny_Avalon,1
1144,Danny_Elfman,1
1145,Danny_Glover,1
1146,Danny_Green,1
1147,Danny_Morgan,1
1148,Dany_Heatley,1
1149,Dan_Ackroyd,1
1150,Dan_Bartlett,1
1151,Dan_Boyle,1
1152,Dan_Bylsma,1
1153,Dan_Dickau,1
1154,Dan_Duquette,1
1155,Dan_Guerrero,1
1156,Dan_Kellner,1
1157,Dan_LaCoutre,1
1158,Dan_Monson,1
1159,Dan_Morales,3
1160,Dan_Prinster,1
1161,Dan_Quayle,1
1162,Dan_Reeves,1
1163,Dan_Snyder,1
1164,Dan_Wheldon,2
1165,Darcy_Regier,1
1166,Darin_Erstad,1
1167,Dario_Camuffo,1
1168,Dario_Franchitti,1
1169,Dariusz_Michalczewski,1
1170,Darko_Milicic,1
1171,Darla_Moore,1
1172,Darlene_Garrettson,1
1173,Darrell_Dickey,1
1174,Darrell_Issa,2
1175,Darrell_Porter,2
1176,Darrell_Royal,1
1177,Darren_Campel,1
1178,Darren_Clarke,2
1179,Darryl_McDaniels,1
1180,Darryl_Stingley,1
1181,Darvis_Patton,1
1182,Daryl_Hannah,2
1183,Daryl_Jones,1
1184,Daryl_Parks,1
1185,Daryl_Sabara,1
1186,Daryl_Smith,1
1187,Davey_Johnson,1
1188,Dave_Barr,1
1189,Dave_Campo,3
1190,Dave_Johnson,1
1191,Dave_Lewis,1
1192,Dave_Matthews,1
1193,Dave_McGinnis,1
1194,Dave_McNally,1
1195,Dave_McNealey,1
1196,Dave_Odom,1
1197,Dave_Potter,1
1198,Dave_Ragone,1
1199,Dave_Robertson,1
1200,Dave_Tucker,1
1201,Dave_Wannstedt,1
1202,Dave_Williams,1
1203,David_Alpay,1
1204,David_Anderson,5
1205,David_Arquette,1
1206,David_Ballantyne,1
1207,David_Beckham,31
1208,David_Bell,2
1209,David_Bisbal,1
1210,David_Blaine,1
1211,David_Bowie,1
1212,David_Braley,1
1213,David_Brent,1
1214,David_Brinkley,1
1215,David_Brown,1
1216,David_Canary,1
1217,David_Caraway,2
1218,David_Carradine,1
1219,David_Caruso,3
1220,David_Chase,1
1221,David_Collenette,1
1222,David_Coulthard,2
1223,David_Dewayne_Williams,1
1224,David_Dewhurst,1
1225,David_Dodge,2
1226,David_Donohue,1
1227,David_Dorfman,1
1228,David_Duke,1
1229,David_Duval,1
1230,David_Eldon,1
1231,David_Gest,1
1232,David_Glenn,1
1233,David_Hannay,1
1234,David_Hanson,1
1235,David_Hasselhoff,1
1236,David_Heyman,2
1237,David_Heymann,5
1238,David_Hilt,1
1239,David_Ho,1
1240,David_Howard,1
1241,David_Hyde_Pierce,4
1242,David_Kelley,2
1243,David_Kelly,1
1244,David_Leahy,2
1245,David_McCallum,1
1246,David_McCullough,1
1247,David_McKiernan,1
1248,David_Millar,1
1249,David_Modell,1
1250,David_Montoya,1
1251,David_Myers,2
1252,David_Nalbandian,14
1253,David_Obey,1
1254,David_Oh,1
1255,David_Provost,1
1256,David_Przybyszewski,1
1257,David_Rivkin_Jr,1
1258,David_Scott_Morris,1
1259,David_Shayler,1
1260,David_Sibleyk,1
1261,David_Siegel,1
1262,David_Sousa,1
1263,David_Spade,2
1264,David_Stern,4
1265,David_Suazo,1
1266,David_Surrett,1
1267,David_Tornberg,1
1268,David_Trimble,5
1269,David_Welch,1
1270,David_Wells,7
1271,David_Westerfield,1
1272,David_Wolf,2
1273,David_Zeplowitz,1
1274,Davis_Love_III,1
1275,Dawna_LoPiccolo,1
1276,Dawn_Staley,1
1277,Dean_Barker,1
1278,Dean_Barkley,4
1279,Dean_Jacek,1
1280,Dean_Sheremet,1
1281,Debbie_Allen,1
1282,Debbie_Reynolds,4
1283,Debra_Brown,2
1284,Debra_Messing,3
1285,Debra_Rose,1
1286,Debra_Shank,1
1287,Debra_Yang,1
1288,Deb_Santos,1
1289,Deece_Eckstein,1
1290,Deena_Burnett,1
1291,Deepa_Mehta,1
1292,Della_Clara,1
1293,Delphine_Chuillot,1
1294,Demetrin_Veal,1
1295,Demetrius_Ferraciu,2
1296,Demi_Moore,4
1297,Denise_Johnson,2
1298,Denise_Locke,1
1299,Denise_van_Outen,1
1300,Denis_Coderre,1
1301,Denis_Fassou-Nguesso,1
1302,Deniz_Baykal,1
1303,Dennis_Archer,1
1304,Dennis_Erickson,2
1305,Dennis_Franchione,1
1306,Dennis_Hastert,6
1307,Dennis_Johnson,1
1308,Dennis_Kozlowski,2
1309,Dennis_Kucinich,7
1310,Dennis_Miller,1
1311,Dennis_Oswald,1
1312,Dennis_Powell,2
1313,Denys_Arcand,1
1314,Denzel_Washington,5
1315,Dereck_Whittenburg,1
1316,Derek_Abney,1
1317,Derek_Bond,1
1318,Derek_Jeter,4
1319,Derek_King,1
1320,Derek_Lowe,2
1321,Derek_Parra,1
1322,Derian_Hatcher,1
1323,Derrick_Battie,1
1324,Derrick_Rodgers,1
1325,Derrick_Taylor,1
1326,Desiree_Lemosi,2
1327,Desiree_McKenzie,1
1328,Desmon_Farmer,1
1329,Des_Brown,1
1330,Devin_Harris,1
1331,Dewayne_White,1
1332,Dexter_Jackson,2
1333,Diana_Krall,6
1334,Diana_Munz,3
1335,Diana_Renee_Valdivieso_Dubon,1
1336,Diana_Ross,1
1337,Diana_Silvius,1
1338,Diana_Taurasi,2
1339,Diana_Taylor,1
1340,Diane_Green,2
1341,Diane_Ladd,1
1342,Diane_Lane,1
1343,Dianne_Feinstein,3
1344,Dianne_Reeves,1
1345,Dick_Armey,1
1346,Dick_Bennett,1
1347,Dick_Cheney,14
1348,Dick_Clark,3
1349,Dick_Devine,1
1350,Dick_Jauron,1
1351,Dick_Latessa,2
1352,Dick_Posthumus,1
1353,Dick_Smothers,1
1354,Dick_Vermeil,2
1355,Didier_Defago,1
1356,Diego_Armando_Maradona,1
1357,Diego_Colorado,1
1358,Diego_Diego_Lerman,1
1359,Dieter_Holzer,1
1360,Dieter_Zetsche,1
1361,Dimitar_Berbatov,1
1362,Dimitri_Perricos,1
1363,Dinah_Turner,1
1364,Dinora_Rosales,1
1365,Dino_de_Laurentis,2
1366,Dino_Risi,1
1367,Din_Samsudin,1
1368,Dionigi_Tettamanzi,1
1369,Dionne_Warwick,1
1370,Dionyssis_Georgiadis,1
1371,Dion_Glover,1
1372,Dirk_Kempthorne,1
1373,Dita_Von_Tesse,1
1374,Djabir_Said-Guerni,1
1375,Doc_Rivers,1
1376,Dolly_Parton,2
1377,Dolma_Tsering,2
1378,Dominick_Dunne,1
1379,Dominic_Monaghan,1
1380,Dominik_Garcia-Lorido,2
1381,Dominik_Hrbaty,1
1382,Dominique_de_Villepin,15
1383,Dominique_Perben,1
1384,Donald_Anderson,1
1385,Donald_Carty,1
1386,Donald_Evans,2
1387,Donald_Fehr,4
1388,Donald_Hays,1
1389,Donald_Keck,1
1390,Donald_Keyser,1
1391,Donald_Pettit,3
1392,Donald_Regan,1
1393,Donald_Rumsfeld,121
1394,Donald_Trump,1
1395,Donatella_Versace,3
1396,Donna_Barrera,1
1397,Donna_Brazile,1
1398,Donna_Morrissey,1
1399,Donna_Ralston,1
1400,Donna_Shalala,2
1401,Donna_Walker,1
1402,Donnie_Brennan,1
1403,Donny_Osmond,1
1404,Don_Boudria,1
1405,Don_Carcieri,1
1406,Don_Flanagan,1
1407,Don_Henley,1
1408,Don_Hewitt,1
1409,Don_King,1
1410,Don_Lake,1
1411,Don_Matthews,1
1412,Don_Meredith,1
1413,Don_Nickles,2
1414,Don_Siegelman,4
1415,Dora_Bakoyianni,1
1416,Doris_Roberts,3
1417,Doris_Schroeder,4
1418,Dorothy_Lamour,1
1419,Dorothy_Loudon,1
1420,Dorothy_Wilson,1
1421,Dorthy_Moxley,2
1422,Dot_Helms,1
1423,Douglas_Faneuil,1
1424,Douglas_Gansler,1
1425,Douglas_Meester,1
1426,Douglas_Paal,1
1427,Doug_Christie,1
1428,Doug_Collins,2
1429,Doug_Duncan,2
1430,Doug_Melvin,3
1431,Doug_Moe,1
1432,Doug_Racine,1
1433,Doug_Wilson,1
1434,Dragan_Covic,1
1435,Drew_Barrymore,2
1436,Drew_Bledsoe,1
1437,Drew_Gooden,1
1438,Duane_Barber,1
1439,Duane_Lee_Chapman,2
1440,Dudley_Rogers,1
1441,Dule_Hill,1
1442,Duncan_Fletcher,1
1443,Dunn_Lampton,1
1444,Dustan_Mohr,1
1445,Dustin_Brown,1
1446,Dustin_Hoffman,1
1447,Dusty_Baker,1
1448,Du_Qinglin,1
1449,Dwain_Kyles,1
1450,Dwayne_Johnson,2
1451,Dwayne_Wade,1
1452,Dwayne_Williams,1
1453,Dyab_Abou_Jahjah,1
1454,Dyana_Calub,1
1455,Earl_Campbell,1
1456,Earl_Counter,1
1457,Earl_Fritts,1
1458,Earl_Scruggs,1
1459,Eddie_Compass,1
1460,Eddie_Fenech_Adami,1
1461,Eddie_Jordan,1
1462,Eddie_Lewis,1
1463,Eddie_Lucio,1
1464,Eddie_Murray,1
1465,Eddie_Sutton,2
1466,Eddy_Hartenstein,1
1467,Eddy_Merckx,2
1468,Edgar_Savisaar,1
1469,Edie_Falco,2
1470,Edina_Batar,1
1471,Edith_Masai,1
1472,Edmund_Hillary,3
1473,Edmund_Stoiber,13
1474,Edouard_Michelin,1
1475,Eduardo_Chillida,1
1476,Eduardo_Duhalde,14
1477,Eduardo_Fischer,1
1478,Eduardo_Romero,1
1479,Eduard_Limonov,1
1480,Eduard_Shevardnadze,5
1481,Edward_Albee,1
1482,Edward_Arsenault,1
1483,Edward_Belvin,1
1484,Edward_Burns,1
1485,Edward_Egan,1
1486,Edward_Flynn,1
1487,Edward_Greenspan,1
1488,Edward_James_Olmos,2
1489,Edward_Johnson,1
1490,Edward_Kennedy,3
1491,Edward_Lohn,1
1492,Edward_Lu,6
1493,Edward_Norton,2
1494,Edward_Said,2
1495,Edward_Seaga,1
1496,Edwina_Currie,4
1497,Edwin_Edwards,3
1498,Ed_Book,1
1499,Ed_Case,1
1500,Ed_Mekertichian,1
1501,Ed_Rendell,1
1502,Ed_Rosenthal,3
1503,Ed_Smart,3
1504,Ed_Sullivan,1
1505,Ed_Wade,1
1506,Efrain_Rios_Montt,1
1507,Eglis_Yaima_Cruz,1
1508,Eileen_Coparropa,3
1509,Eileen_Spina,1
1510,Einars_Repse,1
1511,Ekaterina_Dmitriev,1
1512,Ekke_Hard_Forberg,1
1513,Eladio_Larez,1
1514,Elaine_Chao,1
1515,Elaine_Stritch,1
1516,Elena_Bereznaya,1
1517,Elena_Bovina,3
1518,Elena_Dementieva,1
1519,Elena_de_Chavez,1
1520,Elena_Likhovtseva,1
1521,Elena_Tihomirova,1
1522,Elgin_Baylor,1
1523,Eliane_Karp,4
1524,Elias_Attallah,1
1525,Elijah_Wood,3
1526,Elijan_Ingram,1
1527,Elinor_Caplan,2
1528,Elin_Nordegren,2
1529,Eliott_Spitzer,1
1530,Elisabeth_Schumacher,2
1531,Elisabeth_Welch,1
1532,Elisha_Cuthbert,1
1533,Elizabeth_Berkeley,1
1534,Elizabeth_Dole,4
1535,Elizabeth_Hill,1
1536,Elizabeth_Hurley,5
1537,Elizabeth_Pena,1
1538,Elizabeth_Regan,1
1539,Elizabeth_Shue,2
1540,Elizabeth_Smart,5
1541,Elizabeth_Taylor,2
1542,Eliza_Dushku,1
1543,Eliza_Manningham-Buller,1
1544,Eli_Broad,1
1545,Eli_Rosenbaum,1
1546,Eli_Stutsman,1
1547,Ellen_Barkin,1
1548,Ellen_DeGeneres,2
1549,Ellen_Engleman,2
1550,Ellen_MacArthur,1
1551,Ellen_Martin,1
1552,Ellen_Pompeo,1
1553,Ellen_Saracini,1
1554,Elliott_Mincberg,1
1555,Elmar_Brok,1
1556,Elodie_Bouchez,1
1557,Eloy_Gutierrez,1
1558,Elsa_Zylberstein,6
1559,Elton_John,7
1560,Elva_Hsiao,1
1561,Elvis_Costello,1
1562,Elvis_Presley,2
1563,Elvis_Stojko,1
1564,El_Hadji_Diouf,1
1565,Emanuel_Ginobili,5
1566,Emelie_Loit,1
1567,Emile_Lahoud,2
1568,Emilio_Azcarraga_Jean,1
1569,Emilio_Botin,1
1570,Emily_Mason,1
1571,Emily_Mortimer,1
1572,Emily_Robison,2
1573,Emily_Stevens,1
1574,Eminem,1
1575,Emmanuelle_Beart,3
1576,Emmanuelle_Jagodsinski,1
1577,Emmanuel_Filiberto,1
1578,Emmanuel_Milingo,1
1579,Emma_Nicholson,1
1580,Emma_Thompson,3
1581,Emma_Watson,5
1582,Emmit_Smith,2
1583,Emmy_Rossum,1
1584,Emyr_Jones_Parry,1
1585,Enola_Rice,1
1586,Enos_Slaughter,1
1587,Enrica_Fico,1
1588,Enrik_Vendt,1
1589,Enrique_Bolanos,5
1590,Enrique_Haroldo_Gorriaran_Merlo,1
1591,Enrique_Iglesias,1
1592,Enrique_Medina_Gomez,1
1593,Enrique_Oliu,1
1594,Erick_Barkley,1
1595,Eric_Bana,1
1596,Eric_Benet,1
1597,Eric_Christian_Olsen,1
1598,Eric_Clapton,2
1599,Eric_Daze,1
1600,Eric_Dubin,1
1601,Eric_Fehr,1
1602,Eric_Hinske,2
1603,Eric_Idle,1
1604,Eric_Lindros,1
1605,Eric_Lloyd,1
1606,Eric_Robert_Rudolph,3
1607,Eric_Rosser,2
1608,Eric_Ryan_Donnelly,1
1609,Eric_Schacht,1
1610,Eric_Shinseki,1
1611,Eric_Snow,1
1612,Eric_Staal,1
1613,Eric_Taino,1
1614,Eric_Vigouroux,1
1615,Eric_Wedge,1
1616,Erika_Christensen,2
1617,Erika_Harold,5
1618,Erika_Reyes,1
1619,Eriko_Tamura,1
1620,Erik_Morales,3
1621,Erin_Brockovich,1
1622,Erin_Hershey_Presley,1
1623,Erin_Runnion,4
1624,Ernesto_Zedillo,2
1625,Ernest_Hollings,1
1626,Ernie_Els,4
1627,Ernie_Eves,2
1628,Ernie_Fletcher,2
1629,Ernie_Grunfeld,1
1630,Ernie_Harwell,1
1631,Ernie_Preate,1
1632,Ernie_Stewart,1
1633,Erskine_Bowles,1
1634,Erwin_Abdullah,1
1635,Erwin_Mapasseng,1
1636,Esad_Landzo,1
1637,Esteban_Cordoba-Velazquez,1
1638,Estella_Warren,1
1639,Estelle_Morris,1
1640,Ester_Canadas,1
1641,Esther_Macklin,1
1642,Ethan_Hawke,4
1643,Etta_James,1
1644,Eugene_Melnyk,1
1645,Eugene_Teslovic,1
1646,Eunice_Barber,2
1647,Eurico_Guterres,1
1648,Evander_Holyfield,2
1649,Evan_Marriott,1
1650,Evan_Rachel_Wood,3
1651,Eva_Amurri,1
1652,Eva_Dimas,2
1653,Eva_Herzigova,1
1654,Eva_Marie_Saint,1
1655,Eva_Mendes,1
1656,Evelyn_Lauder,1
1657,Eve_Ensler,1
1658,Eve_Pelletier,2
1659,Evgeni_Plushenko,1
1660,Evie_Lazarou,1
1661,Evo_Morales,1
1662,Ewan_McGregor,1
1663,E_Clay_Shaw,1
1664,Fabian_Vargas,1
1665,Fabiola_Zuluaga,2
1666,Fabrice_Santoro,3
1667,Fabricio_Oberto,1
1668,Faisal_Iqbal,1
1669,Faisal_Saleh_Hayat,1
1670,Fann_Wong,1
1671,Farida_Ragoonanan,1
1672,Farouk_al-Sharaa,3
1673,Farouk_Kaddoumi,1
1674,Fatma_Kusibeh,1
1675,Fatmir_Limaj,1
1676,Faye_Alibocus,1
1677,Faye_Dunaway,3
1678,Faye_Wong,1
1679,Fayssal_Mekdad,4
1680,Fazal-ur-Rehman,1
1681,Federico_Castelan_Sayre,1
1682,Federico_Fellini,1
1683,Federico_Trillo,3
1684,Feliciano_Lopez,1
1685,Felicity_Huffman,1
1686,Felipe_De_Borbon,1
1687,Felipe_Fernandez,1
1688,Felipe_Perez_Roque,4
1689,Felix_Doh,1
1690,Felix_Mantilla,2
1691,Felix_Sanchez,1
1692,Felix_Trinidad,1
1693,Ferenc_Madl,2
1694,Fernando_Alonso,1
1695,Fernando_Gonzalez,9
1696,Fernando_Henrique_Cardoso,8
1697,Fernando_Hierro,1
1698,Fernando_Leon_de_Aranoa,1
1699,Fernando_Sanz,1
1700,Fernando_Valenzuela,1
1701,Fernando_Vargas,4
1702,Fernando_Velardez,1
1703,Festus_Mogae,1
1704,Fidel_Castro,18
1705,Fidel_Castro_Daiz-Balart,1
1706,Filippo_Inzaghi,3
1707,Filippo_Volandri,1
1708,Filip_De_Winter,1
1709,Fiona_Milne,1
1710,Flavia_Delaroli,2
1711,Flavia_Pennetta,1
1712,Florecita_Cobian,1
1713,Florencia_Kirchner,1
1714,Florencia_Macri,1
1715,Flor_Montulo,2
1716,Floyd_Keith,1
1717,Floyd_Mayweather,1
1718,Francesco_Totti,1
1719,Frances_Fisher,2
1720,Francisco_Flores,4
1721,Francisco_Garcia,1
1722,Francisco_Maturana,1
1723,Francisco_Santos,1
1724,Francisco_Urenda,1
1725,Francis_Collins,1
1726,Francis_Crick,1
1727,Francis_Ford_Coppola,2
1728,Francis_George,2
1729,Francis_Mer,2
1730,Francis_Ricciardone,1
1731,Franck_Cerutti,1
1732,Francois_Botha,1
1733,Francois_Ozon,1
1734,Francois_Pienaar,1
1735,Franco_Cangele,1
1736,Franco_Dragone,2
1737,Franco_Frattini,1
1738,Franklin_Brown,1
1739,Franklin_Damann,1
1740,Franko_Simatovic,2
1741,Frank_Abagnale_Jr,1
1742,Frank_Beamer,1
1743,Frank_Bell,1
1744,Frank_Cassell,3
1745,Frank_Coraci,1
1746,Frank_Dunham_Jr,2
1747,Frank_Griswold,2
1748,Frank_Hilldrup,1
1749,Frank_Hsieh,1
1750,Frank_Keating,1
1751,Frank_Lautenberg,2
1752,Frank_Marshall,1
1753,Frank_Murkowski,1
1754,Frank_Pallone,1
1755,Frank_Schmoekel,1
1756,Frank_Shea,1
1757,Frank_Sinatra,1
1758,Frank_Solich,5
1759,Frank_Stallone,2
1760,Frank_Taylor,1
1761,Frank_Van_Ecke,1
1762,Frank_Wycheck,1
1763,Frank_Zappa,1
1764,Franz_Beckenbauer,2
1765,Franz_Fischler,4
1766,Franz_Gsell,1
1767,Franz_Muentefering,4
1768,Fran_Drescher,2
1769,Freda_Black,1
1770,Freddy_Garcia,2
1771,Freddy_Vasques_Kinchokpe,1
1772,Frederick_Madden,1
1773,Frederique_van_der_Wal,1
1774,Fredric_Seaman,1
1775,Fred_Durst,1
1776,Fred_Eckhard,3
1777,Fred_Funk,2
1778,Fred_Huff,1
1779,Fred_Rogers,1
1780,Fred_Swan,1
1781,Fred_Thompson,3
1782,Fred_Wilpon,1
1783,Fruit_Chan,1
1784,Fujio_Cho,6
1785,Fujio_Mitarai,1
1786,Gabi_Zimmer,1
1787,Gabriella_Bo,1
1788,Gabrielle_Rose,1
1789,Gabrielle_Union,1
1790,Gabriel_Batistuta,2
1791,Gabriel_Farhi,1
1792,Gabriel_Hughes,1
1793,Gabriel_Jorge_Ferreia,1
1794,Gabriel_Valdes,2
1795,Gael_Garcia_Bermal,1
1796,Gala_Leon_Garcia,1
1797,Galen_Rowell,1
1798,Gao_Qiang,2
1799,Garry_Alejano,1
1800,Garry_Kasparov,2
1801,Garry_McCoy,1
1802,Garry_Trudeau,2
1803,Garry_Witherall,1
1804,Garth_Drabinsky,1
1805,Gary_Bald,1
1806,Gary_Barnett,1
1807,Gary_Bauer,1
1808,Gary_Bergeron,2
1809,Gary_Bettman,1
1810,Gary_Carter,3
1811,Gary_Coleman,1
1812,Gary_Condit,1
1813,Gary_Dellaverson,1
1814,Gary_Doer,3
1815,Gary_Forsee,2
1816,Gary_Gero,1
1817,Gary_Gitnick,1
1818,Gary_Leon_Ridgway,1
1819,Gary_Locke,2
1820,Gary_Marshall,1
1821,Gary_Paer,1
1822,Gary_Sayler,1
1823,Gary_Sinise,1
1824,Gary_Stevens,1
1825,Gary_Williams,2
1826,Gary_Winnick,2
1827,Gaston_Gaudio,1
1828,Gavin_Degraw,1
1829,Gavyn_Arthur,1
1830,Gavyn_Davies,1
1831,Gene_Autry,1
1832,Gene_Hackman,1
1833,Gene_Keady,1
1834,Gene_Orza,1
1835,Gene_Robinson,5
1836,Gene_Sauers,1
1837,Gennifer_Flowers,1
1838,Geno_Auriemma,2
1839,Gen_Meredith,1
1840,Geoffrey_Davis,1
1841,Geoffrey_Rush,1
1842,Geoff_Dixon,1
1843,Geoff_Hoon,7
1844,George_Allen,1
1845,George_Blaney,1
1846,George_Bovell,1
1847,George_Brumley,2
1848,George_Brumley_III,1
1849,George_Clooney,9
1850,George_Foreman,2
1851,George_Galloway,4
1852,George_Gregan,1
1853,George_Harrison,1
1854,George_HW_Bush,13
1855,George_Karl,2
1856,George_Lopez,5
1857,George_Lucas,1
1858,George_Maxwell_Richards,1
1859,George_McCloud,1
1860,George_Murphy,1
1861,George_Papandreou,4
1862,George_Pataki,5
1863,George_Plimpton,1
1864,George_P_Bush,2
1865,George_Robertson,22
1866,George_Roy_Hill,2
1867,George_Ryan,4
1868,George_Tenet,2
1869,George_Voinovich,3
1870,George_W_Bush,530
1871,Georgia_Giddings,1
1872,Georgina_Bardach,1
1873,Georgina_Papin,1
1874,Georgi_Parvanov,2
1875,Geovani_Lapentti,1
1876,Geraldine_Chaplin,4
1877,Geraldo_Rivera,1
1878,Gerald_Barbarito,1
1879,Gerald_Calabrese,1
1880,Gerald_Fitch,1
1881,Gerald_Ford,1
1882,Gerald_Riley,1
1883,Gerardo_Gambala,2
1884,Gerard_Butler,1
1885,Gerard_Depardieu,2
1886,Gerard_de_Cortanze,1
1887,Gerard_Kleisterlee,1
1888,Gerard_Tronche,1
1889,Gerhard_Boekel,1
1890,Gerhard_Schmid,1
1891,Gerhard_Schroeder,109
1892,German_Khan,1
1893,Gerrit_Zalm,1
1894,Gerry_Adams,8
1895,Gerry_Kelly,1
1896,Gerry_Parsky,2
1897,Ghassan_Elashi,1
1898,Gholamreza_Aghazadeh,1
1899,Giancarlo_Fisichella,1
1900,Gianna_Angelopoulos-Daskalaki,3
1901,Giannina_Facio,1
1902,Gianni_Agnelli,1
1903,Gian_Marco,3
1904,Gideon_Black,1
1905,Gideon_Yago,1
1906,Gilberto_Rodriguez_Orejuela,4
1907,Gilberto_Simoni,1
1908,Gilles_Panizzi,1
1909,Gillian_Anderson,2
1910,Gil_Cates,1
1911,Gil_de_Ferran,5
1912,Gina_Centrello,1
1913,Gina_Gershon,1
1914,Gina_Lollobrigida,1
1915,Gina_Torres,1
1916,Giovanny_Cordoba,1
1917,Gisele_Bundchen,2
1918,Giselle_Estefania_Tavarelli,1
1919,Giulietta_Masina,1
1920,Giulio_Andreotti,1
1921,Giuseppe_Gibilisco,4
1922,Giuseppe_Morchio,1
1923,Glafcos_Clerides,4
1924,Glenn_Plummer,1
1925,Glenn_Rivers,1
1926,Glenn_Tilton,1
1927,Glen_Clark,1
1928,Glen_DaSilva,1
1929,Glen_Sather,1
1930,Gloria_Allred,2
1931,Gloria_Gaynor,1
1932,Gloria_Macapagal_Arroyo,44
1933,Gloria_Trevi,4
1934,GL_Peiris,4
1935,Goh_Kun,2
1936,Goldie_Hawn,7
1937,Gong_Li,1
1938,Gong_Ruina,1
1939,Gonzalo_Barrientos,1
1940,Gonzalo_Sanchez_de_Lozada,12
1941,Goran_Persson,2
